date,price
1999-01-28,9281.33
1999-01-29,9358.83
1999-02-01,9345.70
1999-02-02,9274.12
1999-02-03,9366.81
1999-02-04,9304.50
1999-02-05,9304.24
1999-02-08,9291.11
1999-02-09,9133.03
1999-02-10,9177.31
1999-02-11,9363.46
1999-02-12,9274.89
1999-02-16,9297.03
1999-02-17,9195.47
1999-02-18,9298.63
1999-02-19,9339.95
1999-02-22,9552.68
1999-02-23,9544.42
1999-02-24,9399.67
1999-02-25,9366.34
1999-02-26,9306.58
1999-03-01,9324.78
1999-03-02,9297.61
1999-03-03,9275.88
1999-03-04,9467.40
1999-03-05,9736.08
1999-03-08,9727.61
1999-03-09,9693.76
1999-03-10,9772.84
1999-03-11,9897.44
1999-03-12,9876.35
1999-03-15,9958.77
1999-03-16,9930.47
1999-03-17,9879.41
1999-03-18,9997.62
1999-03-19,9903.55
1999-03-22,9890.51
1999-03-23,9671.83
1999-03-24,9666.84
1999-03-25,9836.39
1999-03-26,9822.24
1999-03-29,10006.78
1999-03-30,9913.26
1999-03-31,9786.16
1999-04-01,9832.51
1999-04-05,10007.33
1999-04-06,9963.49
1999-04-07,10085.31
1999-04-08,10197.70
1999-04-09,10173.84
1999-04-12,10339.51
1999-04-13,10395.01
1999-04-14,10411.66
1999-04-15,10462.72
1999-04-16,10493.89
1999-04-19,10440.53
1999-04-20,10448.55
1999-04-21,10581.42
1999-04-22,10727.18
1999-04-23,10689.67
1999-04-26,10718.59
1999-04-27,10831.71
1999-04-28,10845.45
1999-04-29,10878.38
1999-04-30,10789.04
1999-05-03,11014.69
1999-05-04,10886.11
1999-05-05,10955.41
1999-05-06,10946.82
1999-05-07,11031.59
1999-05-10,11007.25
1999-05-11,11026.15
1999-05-12,11000.37
1999-05-13,11107.19
1999-05-14,10913.32
1999-05-17,10853.47
1999-05-18,10836.95
1999-05-19,10887.39
1999-05-20,10866.74
1999-05-21,10829.28
1999-05-24,10654.67
1999-05-25,10531.09
1999-05-26,10702.16
1999-05-27,10466.93
1999-05-28,10559.74
1999-06-01,10596.26
1999-06-02,10577.89
1999-06-03,10663.69
1999-06-04,10799.84
1999-06-07,10909.38
1999-06-08,10765.64
1999-06-09,10690.29
1999-06-10,10621.27
1999-06-11,10490.51
1999-06-14,10563.33
1999-06-15,10594.99
1999-06-16,10784.95
1999-06-17,10841.63
1999-06-18,10855.56
1999-06-21,10815.98
1999-06-22,10721.63
1999-06-23,10666.86
1999-06-24,10534.83
1999-06-25,10552.56
1999-06-28,10655.15
1999-06-29,10815.35
1999-06-30,10970.80
1999-07-01,11066.42
1999-07-02,11139.24
1999-07-06,11135.12
1999-07-07,11187.36
1999-07-08,11126.89
1999-07-09,11193.70
1999-07-12,11200.98
1999-07-13,11175.02
1999-07-14,11148.10
1999-07-15,11186.41
1999-07-16,11209.84
1999-07-19,11187.68
1999-07-20,10996.13
1999-07-21,11002.78
1999-07-22,10969.22
1999-07-23,10910.96
1999-07-26,10863.16
1999-07-27,10979.04
1999-07-28,10972.07
1999-07-29,10791.29
1999-07-30,10655.15
1999-08-02,10645.96
1999-08-03,10677.31
1999-08-04,10674.77
1999-08-05,10793.82
1999-08-06,10714.03
1999-08-09,10707.70
1999-08-10,10655.15
1999-08-11,10787.80
1999-08-12,10789.39
1999-08-13,10973.65
1999-08-16,11046.79
1999-08-17,11117.08
1999-08-18,10991.38
1999-08-19,10963.84
1999-08-20,11100.61
1999-08-23,11299.76
1999-08-24,11283.30
1999-08-25,11326.04
1999-08-26,11198.45
1999-08-27,11090.17
1999-08-30,10914.13
1999-08-31,10829.28
1999-09-01,10937.88
1999-09-02,10843.21
1999-09-03,11078.45
1999-09-07,11034.13
1999-09-08,11036.34
1999-09-09,11079.40
1999-09-10,11028.43
1999-09-13,11030.33
1999-09-14,10910.33
1999-09-15,10801.42
1999-09-16,10737.46
1999-09-17,10803.63
1999-09-20,10823.90
1999-09-21,10598.47
1999-09-22,10524.07
1999-09-23,10318.59
1999-09-24,10279.33
1999-09-27,10303.39
1999-09-28,10275.53
1999-09-29,10213.48
1999-09-30,10336.95
1999-10-01,10273.00
1999-10-04,10401.23
1999-10-05,10400.59
1999-10-06,10588.34
1999-10-07,10537.05
1999-10-08,10649.76
1999-10-11,10648.18
1999-10-12,10417.06
1999-10-13,10232.16
1999-10-14,10286.61
1999-10-15,10019.71
1999-10-18,10116.28
1999-10-19,10204.93
1999-10-20,10392.36
1999-10-21,10297.69
1999-10-22,10470.25
1999-10-25,10349.93
1999-10-26,10302.13
1999-10-27,10394.89
1999-10-28,10622.53
1999-10-29,10729.86
1999-11-01,10648.51
1999-11-02,10581.84
1999-11-03,10609.06
1999-11-04,10639.64
1999-11-05,10704.48
1999-11-08,10718.85
1999-11-09,10617.32
1999-11-10,10597.74
1999-11-11,10595.30
1999-11-12,10769.32
1999-11-15,10760.75
1999-11-16,10932.33
1999-11-17,10883.09
1999-11-18,11035.70
1999-11-19,11003.89
1999-11-22,11089.52
1999-11-23,10995.63
1999-11-24,11008.17
1999-11-26,10988.91
1999-11-29,10947.92
1999-11-30,10877.81
1999-12-01,10998.39
1999-12-02,11039.06
1999-12-03,11286.18
1999-12-06,11225.01
1999-12-07,11106.65
1999-12-08,11068.12
1999-12-09,11134.79
1999-12-10,11224.70
1999-12-13,11192.59
1999-12-14,11160.17
1999-12-15,11225.32
1999-12-16,11244.89
1999-12-17,11257.43
1999-12-20,11144.27
1999-12-21,11200.54
1999-12-22,11203.60
1999-12-23,11405.76
1999-12-27,11391.08
1999-12-28,11476.71
1999-12-29,11484.66
1999-12-30,11452.86
1999-12-31,11497.12
2000-01-03,11357.51
2000-01-04,10997.93
2000-01-05,11122.65
2000-01-06,11253.26
2000-01-07,11522.56
2000-01-10,11572.20
2000-01-11,11511.08
2000-01-12,11551.10
2000-01-13,11582.43
2000-01-14,11722.98
2000-01-18,11560.72
2000-01-19,11489.36
2000-01-20,11351.30
2000-01-21,11251.71
2000-01-24,11008.17
2000-01-25,11029.89
2000-01-26,11032.99
2000-01-27,11028.02
2000-01-28,10738.87
2000-01-31,10940.53
2000-02-01,11041.05
2000-02-02,11003.20
2000-02-03,11013.44
2000-02-04,10963.80
2000-02-07,10905.79
2000-02-08,10957.60
2000-02-09,10699.16
2000-02-10,10643.63
2000-02-11,10425.21
2000-02-14,10519.84
2000-02-15,10718.09
2000-02-16,10561.41
2000-02-17,10514.57
2000-02-18,10219.52
2000-02-22,10304.84
2000-02-23,10225.73
2000-02-24,10092.63
2000-02-25,9862.12
2000-02-28,10038.65
2000-02-29,10128.31
2000-03-01,10137.93
2000-03-02,10164.92
2000-03-03,10367.20
2000-03-06,10170.50
2000-03-07,9796.03
2000-03-08,9856.53
2000-03-09,10010.73
2000-03-10,9928.82
2000-03-13,9947.13
2000-03-14,9811.24
2000-03-15,10131.41
2000-03-16,10630.60
2000-03-17,10595.23
2000-03-20,10680.24
2000-03-21,10907.34
2000-03-22,10866.70
2000-03-23,11119.86
2000-03-24,11112.72
2000-03-27,11025.85
2000-03-28,10936.11
2000-03-29,11018.72
2000-03-30,10980.25
2000-03-31,10921.92
2000-04-03,11221.93
2000-04-04,11164.84
2000-04-05,11033.92
2000-04-06,11114.27
2000-04-07,11111.48
2000-04-10,11186.56
2000-04-11,11287.08
2000-04-12,11125.13
2000-04-13,10923.55
2000-04-14,10305.77
2000-04-17,10582.51
2000-04-18,10767.42
2000-04-19,10674.96
2000-04-20,10844.05
2000-04-24,10906.10
2000-04-25,11124.82
2000-04-26,10945.50
2000-04-27,10888.10
2000-04-28,10733.91
2000-05-01,10811.78
2000-05-02,10731.12
2000-05-03,10480.13
2000-05-04,10412.49
2000-05-05,10577.86
2000-05-08,10603.63
2000-05-09,10536.75
2000-05-10,10367.78
2000-05-11,10545.97
2000-05-12,10609.37
2000-05-15,10807.78
2000-05-16,10934.57
2000-05-17,10769.74
2000-05-18,10777.28
2000-05-19,10626.85
2000-05-22,10542.55
2000-05-23,10422.27
2000-05-24,10535.35
2000-05-25,10323.92
2000-05-26,10299.24
2000-05-30,10527.13
2000-05-31,10522.33
2000-06-01,10652.20
2000-06-02,10794.76
2000-06-05,10815.30
2000-06-06,10735.57
2000-06-07,10812.86
2000-06-08,10668.72
2000-06-09,10614.06
2000-06-12,10564.21
2000-06-13,10621.84
2000-06-14,10687.95
2000-06-15,10714.82
2000-06-16,10449.30
2000-06-19,10557.84
2000-06-20,10435.16
2000-06-21,10497.74
2000-06-22,10376.12
2000-06-23,10404.75
2000-06-26,10542.99
2000-06-27,10504.46
2000-06-28,10527.79
2000-06-29,10398.04
2000-06-30,10447.89
2000-07-03,10560.67
2000-07-05,10483.60
2000-07-06,10481.47
2000-07-07,10635.98
2000-07-10,10646.58
2000-07-11,10727.19
2000-07-12,10783.76
2000-07-13,10788.71
2000-07-14,10812.75
2000-07-17,10804.27
2000-07-18,10739.92
2000-07-19,10696.08
2000-07-20,10843.87
2000-07-21,10733.56
2000-07-24,10685.12
2000-07-25,10699.97
2000-07-26,10516.48
2000-07-27,10586.13
2000-07-28,10511.17
2000-07-31,10521.98
2000-08-01,10606.95
2000-08-02,10687.53
2000-08-03,10706.58
2000-08-04,10767.75
2000-08-07,10867.01
2000-08-08,10976.89
2000-08-09,10905.83
2000-08-10,10908.76
2000-08-11,11027.80
2000-08-14,11176.14
2000-08-15,11067.00
2000-08-16,11008.39
2000-08-17,11055.64
2000-08-18,11046.48
2000-08-21,11079.81
2000-08-22,11139.15
2000-08-23,11144.65
2000-08-24,11182.74
2000-08-25,11192.63
2000-08-28,11252.84
2000-08-29,11215.10
2000-08-30,11103.01
2000-08-31,11215.10
2000-09-01,11238.78
2000-09-05,11260.61
2000-09-06,11310.64
2000-09-07,11259.87
2000-09-08,11220.65
2000-09-11,11195.49
2000-09-12,11233.23
2000-09-13,11182.18
2000-09-14,11087.47
2000-09-15,10927.00
2000-09-18,10808.52
2000-09-19,10789.29
2000-09-20,10687.92
2000-09-21,10765.52
2000-09-22,10847.37
2000-09-25,10808.15
2000-09-26,10631.32
2000-09-27,10628.36
2000-09-28,10824.06
2000-09-29,10650.92
2000-10-02,10700.13
2000-10-03,10719.74
2000-10-04,10784.48
2000-10-05,10724.92
2000-10-06,10596.54
2000-10-09,10568.43
2000-10-10,10524.40
2000-10-11,10413.79
2000-10-12,10034.58
2000-10-13,10192.18
2000-10-16,10238.80
2000-10-17,10089.71
2000-10-18,9975.02
2000-10-19,10142.98
2000-10-20,10226.59
2000-10-23,10271.72
2000-10-24,10393.07
2000-10-25,10326.48
2000-10-26,10380.12
2000-10-27,10590.62
2000-10-30,10835.77
2000-10-31,10971.14
2000-11-01,10899.47
2000-11-02,10880.51
2000-11-03,10817.95
2000-11-06,10977.21
2000-11-07,10952.18
2000-11-08,10907.06
2000-11-09,10834.25
2000-11-10,10602.95
2000-11-13,10517.25
2000-11-14,10681.06
2000-11-15,10707.60
2000-11-16,10656.03
2000-11-17,10629.87
2000-11-20,10462.65
2000-11-21,10494.50
2000-11-22,10399.32
2000-11-24,10470.23
2000-11-27,10546.07
2000-11-28,10507.58
2000-11-29,10629.11
2000-11-30,10414.49
2000-12-01,10373.54
2000-12-04,10560.95
2000-12-05,10898.72
2000-12-06,10664.38
2000-12-07,10617.36
2000-12-08,10712.91
2000-12-11,10725.80
2000-12-12,10768.27
2000-12-13,10794.44
2000-12-14,10674.99
2000-12-15,10434.96
2000-12-18,10645.42
2000-12-19,10584.37
2000-12-20,10318.93
2000-12-21,10487.29
2000-12-22,10635.56
2000-12-26,10692.44
2000-12-27,10803.16
2000-12-28,10868.76
2000-12-29,10787.99
2001-01-02,10646.15
2001-01-03,10945.75
2001-01-04,10912.41
2001-01-05,10662.01
2001-01-08,10621.35
2001-01-09,10572.55
2001-01-10,10604.27
2001-01-11,10609.55
2001-01-12,10525.38
2001-01-16,10652.66
2001-01-17,10584.34
2001-01-18,10678.28
2001-01-19,10587.59
2001-01-22,10578.24
2001-01-23,10649.81
2001-01-24,10646.97
2001-01-25,10729.52
2001-01-26,10659.98
2001-01-29,10702.19
2001-01-30,10881.20
2001-01-31,10887.36
2001-02-01,10983.63
2001-02-02,10864.10
2001-02-05,10965.85
2001-02-06,10957.42
2001-02-07,10946.72
2001-02-08,10880.55
2001-02-09,10781.45
2001-02-12,10946.77
2001-02-13,10903.32
2001-02-14,10795.41
2001-02-15,10891.02
2001-02-16,10799.82
2001-02-20,10730.88
2001-02-21,10526.58
2001-02-22,10526.81
2001-02-23,10441.90
2001-02-26,10642.53
2001-02-27,10636.88
2001-02-28,10495.28
2001-03-01,10450.14
2001-03-02,10466.31
2001-03-05,10562.30
2001-03-06,10591.22
2001-03-07,10729.60
2001-03-08,10858.25
2001-03-09,10644.62
2001-03-12,10208.25
2001-03-13,10290.80
2001-03-14,9973.46
2001-03-15,10031.28
2001-03-16,9823.41
2001-03-19,9959.11
2001-03-20,9720.76
2001-03-21,9487.00
2001-03-22,9389.48
2001-03-23,9504.78
2001-03-26,9687.53
2001-03-27,9947.54
2001-03-28,9785.35
2001-03-29,9799.06
2001-03-30,9878.78
2001-04-02,9777.93
2001-04-03,9485.71
2001-04-04,9515.42
2001-04-05,9918.05
2001-04-06,9791.09
2001-04-09,9845.15
2001-04-10,10102.74
2001-04-11,10013.47
2001-04-12,10126.94
2001-04-16,10158.56
2001-04-17,10216.73
2001-04-18,10615.83
2001-04-19,10693.71
2001-04-20,10579.85
2001-04-23,10532.23
2001-04-24,10454.34
2001-04-25,10625.20
2001-04-26,10692.35
2001-04-27,10810.05
2001-04-30,10734.97
2001-05-01,10898.34
2001-05-02,10876.68
2001-05-03,10796.65
2001-05-04,10951.24
2001-05-07,10935.17
2001-05-08,10883.51
2001-05-09,10866.98
2001-05-10,10910.44
2001-05-11,10821.31
2001-05-14,10877.33
2001-05-15,10872.97
2001-05-16,11215.92
2001-05-17,11248.58
2001-05-18,11301.74
2001-05-21,11337.92
2001-05-22,11257.24
2001-05-23,11105.51
2001-05-24,11122.42
2001-05-25,11005.37
2001-05-29,11039.14
2001-05-30,10872.64
2001-05-31,10911.94
2001-06-01,10990.41
2001-06-04,11061.52
2001-06-05,11175.84
2001-06-06,11070.24
2001-06-07,11090.74
2001-06-08,10977.00
2001-06-11,10922.09
2001-06-12,10948.38
2001-06-13,10871.62
2001-06-14,10690.13
2001-06-15,10623.64
2001-06-18,10645.38
2001-06-19,10596.67
2001-06-20,10647.33
2001-06-21,10715.43
2001-06-22,10604.59
2001-06-25,10504.22
2001-06-26,10472.48
2001-06-27,10434.84
2001-06-28,10566.21
2001-06-29,10502.40
2001-07-02,10593.72
2001-07-03,10571.11
2001-07-05,10479.86
2001-07-06,10252.68
2001-07-09,10299.40
2001-07-10,10175.64
2001-07-11,10241.02
2001-07-12,10478.99
2001-07-13,10539.06
2001-07-16,10472.12
2001-07-17,10606.39
2001-07-18,10569.83
2001-07-19,10610.00
2001-07-20,10576.65
2001-07-23,10424.42
2001-07-24,10241.12
2001-07-25,10405.67
2001-07-26,10455.63
2001-07-27,10416.67
2001-07-30,10401.72
2001-07-31,10522.81
2001-08-01,10510.01
2001-08-02,10551.18
2001-08-03,10512.78
2001-08-06,10401.31
2001-08-07,10458.74
2001-08-08,10293.50
2001-08-09,10298.56
2001-08-10,10416.25
2001-08-13,10415.91
2001-08-14,10412.17
2001-08-15,10345.95
2001-08-16,10392.52
2001-08-17,10240.78
2001-08-20,10320.07
2001-08-21,10174.14
2001-08-22,10276.90
2001-08-23,10229.15
2001-08-24,10423.17
2001-08-27,10382.35
2001-08-28,10222.03
2001-08-29,10090.90
2001-08-30,9919.58
2001-08-31,9949.75
2001-09-04,9997.49
2001-09-05,10033.27
2001-09-06,9840.84
2001-09-07,9605.85
2001-09-10,9605.51
2001-09-17,8920.70
2001-09-18,8903.40
2001-09-19,8759.13
2001-09-20,8376.21
2001-09-21,8235.81
2001-09-24,8603.86
2001-09-25,8659.97
2001-09-26,8567.39
2001-09-27,8681.42
2001-09-28,8847.56
2001-10-01,8836.83
2001-10-02,8950.59
2001-10-03,9123.78
2001-10-04,9060.88
2001-10-05,9119.77
2001-10-08,9067.94
2001-10-09,9052.44
2001-10-10,9240.86
2001-10-11,9410.45
2001-10-12,9344.16
2001-10-15,9347.62
2001-10-16,9384.23
2001-10-17,9232.97
2001-10-18,9163.22
2001-10-19,9204.11
2001-10-22,9377.03
2001-10-23,9340.08
2001-10-24,9345.62
2001-10-25,9462.90
2001-10-26,9545.17
2001-10-29,9269.50
2001-10-30,9121.98
2001-10-31,9075.14
2001-11-01,9263.90
2001-11-02,9323.54
2001-11-05,9441.03
2001-11-06,9591.12
2001-11-07,9554.37
2001-11-08,9587.52
2001-11-09,9608.00
2001-11-12,9554.37
2001-11-13,9750.95
2001-11-14,9823.61
2001-11-15,9872.39
2001-11-16,9866.99
2001-11-19,9976.46
2001-11-20,9901.38
2001-11-21,9834.68
2001-11-23,9959.71
2001-11-26,9982.75
2001-11-27,9872.60
2001-11-28,9711.86
2001-11-29,9829.42
2001-11-30,9851.56
2001-12-03,9763.96
2001-12-04,9893.84
2001-12-05,10114.29
2001-12-06,10099.14
2001-12-07,10049.46
2001-12-10,9921.45
2001-12-11,9888.37
2001-12-12,9894.81
2001-12-13,9766.45
2001-12-14,9811.15
2001-12-17,9891.97
2001-12-18,9998.39
2001-12-19,10070.49
2001-12-20,9985.18
2001-12-21,10035.34
2001-12-24,10035.34
2001-12-26,10088.14
2001-12-27,10131.31
2001-12-28,10136.99
2001-12-31,10021.57
2002-01-02,10073.40
2002-01-03,10172.14
2002-01-04,10259.74
2002-01-07,10197.05
2002-01-08,10150.55
2002-01-09,10094.09
2002-01-10,10067.86
2002-01-11,9987.53
2002-01-14,9891.42
2002-01-15,9924.15
2002-01-16,9712.27
2002-01-17,9850.04
2002-01-18,9771.85
2002-01-22,9713.80
2002-01-23,9730.96
2002-01-24,9796.07
2002-01-25,9840.08
2002-01-28,9865.75
2002-01-29,9618.24
2002-01-30,9762.86
2002-01-31,9920.00
2002-02-01,9907.26
2002-02-04,9687.09
2002-02-05,9685.43
2002-02-06,9653.39
2002-02-07,9625.44
2002-02-08,9744.24
2002-02-11,9884.78
2002-02-12,9863.74
2002-02-13,9989.67
2002-02-14,10001.99
2002-02-15,9903.04
2002-02-19,9745.14
2002-02-20,9941.17
2002-02-21,9834.68
2002-02-22,9968.15
2002-02-25,10145.71
2002-02-26,10115.26
2002-02-27,10127.58
2002-02-28,10106.13
2002-03-01,10368.86
2002-03-04,10586.82
2002-03-05,10433.41
2002-03-06,10574.29
2002-03-07,10525.37
2002-03-08,10572.49
2002-03-11,10611.24
2002-03-12,10632.35
2002-03-13,10501.85
2002-03-14,10517.14
2002-03-15,10607.23
2002-03-18,10577.75
2002-03-19,10635.25
2002-03-20,10501.57
2002-03-21,10479.84
2002-03-22,10427.67
2002-03-25,10281.67
2002-03-26,10353.36
2002-03-27,10426.91
2002-03-28,10403.94
2002-04-01,10362.70
2002-04-02,10313.71
2002-04-03,10198.29
2002-04-04,10235.17
2002-04-05,10271.64
2002-04-08,10249.08
2002-04-09,10208.67
2002-04-10,10381.73
2002-04-11,10176.08
2002-04-12,10190.82
2002-04-15,10093.67
2002-04-16,10301.32
2002-04-17,10220.78
2002-04-18,10205.28
2002-04-19,10257.11
2002-04-22,10136.43
2002-04-23,10089.24
2002-04-24,10030.43
2002-04-25,10035.06
2002-04-26,9910.72
2002-04-29,9819.87
2002-04-30,9946.22
2002-05-01,10059.63
2002-05-02,10091.87
2002-05-03,10006.63
2002-05-06,9808.04
2002-05-07,9836.55
2002-05-08,10141.83
2002-05-09,10037.42
2002-05-10,9939.92
2002-05-13,10109.66
2002-05-14,10298.14
2002-05-15,10243.68
2002-05-16,10289.21
2002-05-17,10353.08
2002-05-20,10229.50
2002-05-21,10105.71
2002-05-22,10157.88
2002-05-23,10216.08
2002-05-24,10104.26
2002-05-28,9981.58
2002-05-29,9923.04
2002-05-30,9911.69
2002-05-31,9925.25
2002-06-03,9709.79
2002-06-04,9687.84
2002-06-05,9796.80
2002-06-06,9624.64
2002-06-07,9589.67
2002-06-10,9645.40
2002-06-11,9517.26
2002-06-12,9617.71
2002-06-13,9502.80
2002-06-14,9474.21
2002-06-17,9687.42
2002-06-18,9706.12
2002-06-19,9561.57
2002-06-20,9431.77
2002-06-21,9253.79
2002-06-24,9281.82
2002-06-25,9126.82
2002-06-26,9120.11
2002-06-27,9269.92
2002-06-28,9243.26
2002-07-01,9109.79
2002-07-02,9007.75
2002-07-03,9054.97
2002-07-05,9379.50
2002-07-08,9274.90
2002-07-09,9096.09
2002-07-10,8813.50
2002-07-11,8801.53
2002-07-12,8684.53
2002-07-15,8639.19
2002-07-16,8473.11
2002-07-17,8542.48
2002-07-18,8409.49
2002-07-19,8019.26
2002-07-22,7784.58
2002-07-23,7702.34
2002-07-24,8191.29
2002-07-25,8186.31
2002-07-26,8264.39
2002-07-29,8711.88
2002-07-30,8680.03
2002-07-31,8736.59
2002-08-01,8506.62
2002-08-02,8313.13
2002-08-05,8043.63
2002-08-06,8274.09
2002-08-07,8456.15
2002-08-08,8712.02
2002-08-09,8745.45
2002-08-12,8688.89
2002-08-13,8482.39
2002-08-14,8743.31
2002-08-15,8818.14
2002-08-16,8778.06
2002-08-19,8990.79
2002-08-20,8872.07
2002-08-21,8957.23
2002-08-22,9053.64
2002-08-23,8872.96
2002-08-26,8919.01
2002-08-27,8824.41
2002-08-28,8694.09
2002-08-29,8670.99
2002-08-30,8663.50
2002-09-03,8308.05
2002-09-04,8425.12
2002-09-05,8283.70
2002-09-06,8427.20
2002-09-09,8519.38
2002-09-10,8602.61
2002-09-11,8581.17
2002-09-12,8379.41
2002-09-13,8312.69
2002-09-16,8380.18
2002-09-17,8207.55
2002-09-18,8172.45
2002-09-19,7942.39
2002-09-20,7986.02
2002-09-23,7872.15
2002-09-24,7683.13
2002-09-25,7841.82
2002-09-26,7997.12
2002-09-27,7701.45
2002-09-30,7591.93
2002-10-01,7938.79
2002-10-02,7755.61
2002-10-03,7717.19
2002-10-04,7528.40
2002-10-07,7422.84
2002-10-08,7501.49
2002-10-09,7286.27
2002-10-10,7533.95
2002-10-11,7850.29
2002-10-14,7877.40
2002-10-15,8255.68
2002-10-16,8036.03
2002-10-17,8275.04
2002-10-18,8322.40
2002-10-21,8538.24
2002-10-22,8450.16
2002-10-23,8494.27
2002-10-24,8317.34
2002-10-25,8443.99
2002-10-28,8368.04
2002-10-29,8368.94
2002-10-30,8427.41
2002-10-31,8397.03
2002-11-01,8517.64
2002-11-04,8571.60
2002-11-05,8678.27
2002-11-06,8771.01
2002-11-07,8586.24
2002-11-08,8537.13
2002-11-11,8358.95
2002-11-12,8386.00
2002-11-13,8398.49
2002-11-14,8542.13
2002-11-15,8579.09
2002-11-18,8486.57
2002-11-19,8474.78
2002-11-20,8623.01
2002-11-21,8845.15
2002-11-22,8804.84
2002-11-25,8849.40
2002-11-26,8676.42
2002-11-27,8931.68
2002-11-29,8896.09
2002-12-02,8862.57
2002-12-03,8742.93
2002-12-04,8737.85
2002-12-05,8623.28
2002-12-06,8645.77
2002-12-09,8473.41
2002-12-10,8574.26
2002-12-11,8589.14
2002-12-12,8538.40
2002-12-13,8433.71
2002-12-16,8627.40
2002-12-17,8535.39
2002-12-18,8447.35
2002-12-19,8364.80
2002-12-20,8511.32
2002-12-23,8493.29
2002-12-24,8448.11
2002-12-26,8432.61
2002-12-27,8303.78
2002-12-30,8332.85
2002-12-31,8341.63
2003-01-02,8607.52
2003-01-03,8601.69
2003-01-06,8773.57
2003-01-07,8740.59
2003-01-08,8595.31
2003-01-09,8776.18
2003-01-10,8784.89
2003-01-13,8785.98
2003-01-14,8842.62
2003-01-15,8723.18
2003-01-16,8697.87
2003-01-17,8586.74
2003-01-21,8442.90
2003-01-22,8318.73
2003-01-23,8369.47
2003-01-24,8131.01
2003-01-27,7989.56
2003-01-28,8088.84
2003-01-29,8110.71
2003-01-30,7945.13
2003-01-31,8053.81
2003-02-03,8109.82
2003-02-04,8013.29
2003-02-05,7985.18
2003-02-06,7929.30
2003-02-07,7864.23
2003-02-10,7920.11
2003-02-11,7843.11
2003-02-12,7758.17
2003-02-13,7749.87
2003-02-14,7908.80
2003-02-18,8041.15
2003-02-19,8000.60
2003-02-20,7914.96
2003-02-21,8018.11
2003-02-24,7858.24
2003-02-25,7909.50
2003-02-26,7806.98
2003-02-27,7884.99
2003-02-28,7891.08
2003-03-03,7837.86
2003-03-04,7704.87
2003-03-05,7775.60
2003-03-06,7673.99
2003-03-07,7740.03
2003-03-10,7568.18
2003-03-11,7524.06
2003-03-12,7552.07
2003-03-13,7821.75
2003-03-14,7859.71
2003-03-17,8141.92
2003-03-18,8194.23
2003-03-19,8265.45
2003-03-20,8286.60
2003-03-21,8521.97
2003-03-24,8214.68
2003-03-25,8280.23
2003-03-26,8229.88
2003-03-27,8201.45
2003-03-28,8145.77
2003-03-31,7992.13
2003-04-01,8069.86
2003-04-02,8285.06
2003-04-03,8240.38
2003-04-04,8277.15
2003-04-07,8300.41
2003-04-08,8298.92
2003-04-09,8197.94
2003-04-10,8221.33
2003-04-11,8203.41
2003-04-14,8351.10
2003-04-15,8402.36
2003-04-16,8257.61
2003-04-17,8337.65
2003-04-21,8328.90
2003-04-22,8484.99
2003-04-23,8515.66
2003-04-24,8440.04
2003-04-25,8306.35
2003-04-28,8471.61
2003-04-29,8502.99
2003-04-30,8480.09
2003-05-01,8454.25
2003-05-02,8582.68
2003-05-05,8531.57
2003-05-06,8588.36
2003-05-07,8560.63
2003-05-08,8491.22
2003-05-09,8604.60
2003-05-12,8726.73
2003-05-13,8679.25
2003-05-14,8647.82
2003-05-15,8713.14
2003-05-16,8678.97
2003-05-19,8493.39
2003-05-20,8491.36
2003-05-21,8516.43
2003-05-22,8594.02
2003-05-23,8601.38
2003-05-27,8781.35
2003-05-28,8793.12
2003-05-29,8711.18
2003-05-30,8850.26
2003-06-02,8897.81
2003-06-03,8922.95
2003-06-04,9038.98
2003-06-05,9041.30
2003-06-06,9062.79
2003-06-09,8980.00
2003-06-10,9054.89
2003-06-11,9183.22
2003-06-12,9196.55
2003-06-13,9117.12
2003-06-16,9318.96
2003-06-17,9323.02
2003-06-18,9293.80
2003-06-19,9179.53
2003-06-20,9200.75
2003-06-23,9072.95
2003-06-24,9109.85
2003-06-25,9011.53
2003-06-26,9079.04
2003-06-27,8989.05
2003-06-30,8985.44
2003-07-01,9040.95
2003-07-02,9142.84
2003-07-03,9070.21
2003-07-07,9216.79
2003-07-08,9223.09
2003-07-09,9156.21
2003-07-10,9036.04
2003-07-11,9119.59
2003-07-14,9177.15
2003-07-15,9128.97
2003-07-16,9094.59
2003-07-17,9050.82
2003-07-18,9188.15
2003-07-21,9096.69
2003-07-22,9158.45
2003-07-23,9194.24
2003-07-24,9112.51
2003-07-25,9284.57
2003-07-28,9266.51
2003-07-29,9204.46
2003-07-30,9200.05
2003-07-31,9233.80
2003-08-01,9153.97
2003-08-04,9186.04
2003-08-05,9036.32
2003-08-06,9061.74
2003-08-07,9126.45
2003-08-08,9191.09
2003-08-11,9217.35
2003-08-12,9310.06
2003-08-13,9271.76
2003-08-14,9310.56
2003-08-15,9321.69
2003-08-18,9412.45
2003-08-19,9428.90
2003-08-20,9397.51
2003-08-21,9423.68
2003-08-22,9348.87
2003-08-25,9317.64
2003-08-26,9340.45
2003-08-27,9333.79
2003-08-28,9374.21
2003-08-29,9415.82
2003-09-02,9523.27
2003-09-03,9568.46
2003-09-04,9587.90
2003-09-05,9503.34
2003-09-08,9586.29
2003-09-09,9507.20
2003-09-10,9420.46
2003-09-11,9459.76
2003-09-12,9471.55
2003-09-15,9448.81
2003-09-16,9567.34
2003-09-17,9545.65
